review_text,label
My all time favorite fishing magazine.  Wonderfully written articles in every issue.,4
I have always loved this magazine and to be able to get it delivered to my door at such a great price is awesome!,4
Boring...can't think of anything else to say.  Just not interesting enough to keep on reading it.  Was for a boy who is very smart.,0
I would not subscribe but this is a great read and has great content.  I would read if the price was a little lower.,3
Very informative and interesting. Great way to pass time!!,3
"Never got the hat, the auto renew was kicking in for way more than it was worth.",0
First time to order a magazine subscription from Amazon and it has worked out great. My husband loves his magazine.,4
I used to get this years ago. Not as good as before. Smaller format and less content.,1
Did not care for the stories and some of the paragraphs and punctuations were incorrect.  Just not my type of reading.,3
"I ordered this on January 30th, but today is April 15th, and I still have not had an issue delivered.",0
"I really like the magazine, but renewals are stupid expensive.",2
Great magazine as always.  :),4
"Always enjoyed readers digest. Do not like new format. Maybe it just requires some getting used to.  Still reading it, though.",3
My 7 year old loves this magazine,4
"Great magazine, and I read it upon arrival, and can't wait for the next one. Excellent pictures and stories of wilderness camping and fishing",4
The kids love this magazine! My child takes it to school and loves having it come in the mail.,4
"My subscription was automatically renewed, when I asked for a refund, I was given part back and now have a balance on my account.  I wanted all of it refunded.",1
I have 2 daughters 9 and 14 and they both love AG magazine. We have been getting it for years. Great content. So wholesome and fun.,4
If your wife likes this magazine this is the best present you can get her. It is so  easy and they love it.,4
I love the magazine but even with enlargement feature the layout of some copy makes stories hard to read.,2
"I never received any of the items. i originally placed this same order back in march 2016. i never got that order or this one. not the digital copy, print copy or tote bags",0
Love this magazine! Short informative articles that stimulate the mind! I share my issues with a friend. Great gift idea if you have a science nerd on your giving list!,4
"I wanted to give a gift subscription of PS to my grandson but have changed my mind due to the sexual content of many of its advertisements. Shame on you, PS!",0
Great magazine not worth $20 for one issue though.,0
"If you like watching Food Network, you'll love this mazagine!  Great recipes and tips from your favorite Food Network stars!",4
Hard to really view in tablet form.,2
"Flowers. Potted plants. Back yards. Food. Bricks. Smart clothing. Islands in kitchens. Home Depot paint. Shovels. So, why did we subscribe? The wife loves all of these.",4
Can't go wrong. it is awesome magazine!,4
Great magazine!  My daughter renewed it again and I also enjoy it!,4
Psuedoscientific BS dressed up as a health magazine.,0
I have always loved this maggie and I still do,4
Good magazine but why pay for a subscription when you can find recipes on Pinterest (by Taste of Home)?,2
I really enjoy this magazine! Helpful articles for the mind body and soul.,3
"Was once great.  Now a shadow of its former self.
Don't kill a tree to get one.
Don't waste the memory to download one.",0
One of my favorite magazines. None of their issues disappoint.,4
"If you want a magazine full of ads go ahead, otherwise don't waste your money.",0
"way too many ads, print  too small.",1
Love the crossword. Delivery is reliable,4
"nice reviews of destinations, everything else is advertising.
New to RVs so I am not sure what to expect.
Well see",2
Really the best way to experience this incomparable publication,4
Preaching to the choir is the main thrust of this magazine.  I wish they would broaden their horizons and stop screaming.,2
SI ha gone downhill and is not very good!,0
i only received 2 issues!!!(Oct and April) I thought I am going to have an issue for each month...it is nonsense for me...am i misunderstanding the meaning of 1-yr renewal?,0
"I agree with the others that say it isn't worth the ink it's printed on. I subscribes years ago, but when they changed the magazine it became crap.",1
my wifes favorite magazine. Very modern.,4
This magazine is FANTASTIC!  The recipes are great...beautifully photographed...a family favorite!  My husband looks through and selects new recipes he wants us to try.,4
"Love this magazine, but I ordered it and later realized this gift subscription will show up FOUR months later! Too lazy to cancel it. Ridiculous.",0
An excellent all inclusive magazinefor the avid hunter and fisherman. I've been reading this magazine ever since I was a little kid and I am 43 now.,4
"Might have been better if it was 1875 and I was an old lady. Very floral, rustic, lots of brass beds, etc. Not up to date country at all.",0
Have always had an interest in archaeology and this way I can visit sites and vicariously enjoy them.,4
